0	5.41455e-07
0.05	1.10993e-06
0.1	1.70605e-06
0.15	2.33044e-06
0.2	2.98374e-06
0.25	3.66659e-06
0.3	4.37964e-06
0.35	5.12356e-06
0.4	5.89902e-06
0.45	6.70668e-06
0.5	7.54724e-06
0.55	8.42138e-06
0.6	9.3298e-06
0.65	1.02732e-05
0.7	1.12524e-05
0.75	1.22679e-05
0.8	1.33207e-05
0.85	1.44113e-05
0.9	1.55406e-05
0.95	1.67093e-05
1	1.79182e-05
1.05	1.9168e-05
1.1	2.04596e-05
1.15	2.17937e-05
1.2	2.31711e-05
1.25	2.45927e-05
1.3	2.60592e-05
1.35	2.75715e-05
1.4	2.91303e-05
1.45	3.07367e-05
1.5	3.23913e-05
1.55	3.4095e-05
1.6	3.58488e-05
1.65	3.76535e-05
1.7	3.951e-05
1.75	4.14191e-05
1.8	4.33818e-05
1.85	4.5399e-05
1.9	4.74716e-05
1.95	4.96006e-05
2	5.17868e-05
2.05	5.40312e-05
2.1	5.63348e-05
2.15	5.86985e-05
2.2	6.11233e-05
2.25	6.36102e-05
2.3	6.61602e-05
2.35	6.87742e-05
2.4	7.14533e-05
2.45	7.41985e-05
2.5	7.70109e-05
2.55	7.98913e-05
2.6	8.2841e-05
2.65	8.58609e-05
2.7	8.89522e-05
2.75	9.21158e-05
2.8	9.53529e-05
2.85	9.86645e-05
2.9	0.000102052
2.95	0.000105516
3	0.000109058
3.05	0.000112678
3.1	0.000116379
3.15	0.000120162
3.2	0.000124026
3.25	0.000127974
3.3	0.000132007
3.35	0.000136126
3.4	0.000140332
3.45	0.000144626
3.5	0.00014901
3.55	0.000153485
3.6	0.000158051
3.65	0.000162711
3.7	0.000167465
3.75	0.000172314
3.8	0.000177261
3.85	0.000182306
3.9	0.00018745
3.95	0.000192695
4	0.000198042
4.05	0.000203493
4.1	0.000209048
4.15	0.000214709
4.2	0.000220477
4.25	0.000226354
4.3	0.000232341
4.35	0.00023844
4.4	0.000244651
4.45	0.000250976
4.5	0.000257417
4.55	0.000263974
4.6	0.00027065
4.65	0.000277446
4.7	0.000284362
4.75	0.000291401
4.8	0.000298564
4.85	0.000305853
4.9	0.000313268
4.95	0.000320812
5	0.000328486
5.05	0.000336291
5.1	0.000344228
5.15	0.0003523
5.2	0.000360507
5.25	0.000368852
5.3	0.000377336
5.35	0.00038596
5.4	0.000394726
5.45	0.000403635
5.5	0.000412689
5.55	0.00042189
5.6	0.000431239
5.65	0.000440737
5.7	0.000450387
5.75	0.000460189
5.8	0.000470146
5.85	0.000480259
5.9	0.00049053
5.95	0.00050096
6	0.000511551
6.05	0.000522304
6.1	0.000533222
6.15	0.000544306
6.2	0.000555557
6.25	0.000566977
6.3	0.000578569
6.35	0.000590332
6.4	0.000602271
6.45	0.000614385
6.5	0.000626676
6.55	0.000639148
6.6	0.0006518
6.65	0.000664635
6.7	0.000677655
6.75	0.000690861
6.8	0.000704255
6.85	0.000717839
6.9	0.000731614
6.95	0.000745583
7	0.000759747
7.05	0.000774108
7.1	0.000788668
7.15	0.000803428
7.2	0.00081839
7.25	0.000833557
7.3	0.000848929
7.35	0.000864509
7.4	0.000880299
7.45	0.0008963
7.5	0.000912515
7.55	0.000928944
7.6	0.000945591
7.65	0.000962456
7.7	0.000979542
7.75	0.00099685
7.8	0.00101438
7.85	0.00103214
7.9	0.00105013
7.95	0.00106835
